fetched_at_et,quote_ts,spot,expiry,type,strike,bid,ask,bid_size,ask_size,last_trade_price,iv,delta,gamma,theta,vega,rho,volume,open_interest
2026-08-31 15:17:08,2026-08-31T15:01:20,765.84,2026-08-31,C,728.0,37.84,38.08,46.0,51.0,38.51,1.8228,0.9975,0.0006,-0.0099,0.0008,0.0,12.0,518.0
2026-08-31 15:17:08,2026-08-31T15:01:20,765.84,2026-08-31,P,728.0,0.0,0.01,0.0,2182.0,0.01,1.3126,-0.0025,0.0006,-0.0099,0.0008,0.0,8.0,2193.0
2026-08-31 15:17:08,2026-08-31T15:01:20,765.84,2026-08-31,C,729.0,36.84,37.07,46.0,51.0,36.66,1.7674,0.9974,0.0006,-0.0099,0.0008,0.0,17.0,50.0
2026-08-31 15:17:08,2026-08-31T15:01:20,765.84,2026-08-31,P,729.0,0.0,0.01,0.0,2182.0,0.01,1.28,-0.0026,0.0006,-0.0099,0.0008,0.0,1906.0,5230.0
2026-08-31 15:17:08,2026-08-31T15:01:20,765.84,2026-08-31,C,730.0,35.84,36.07,46.0,51.0,35.68,1.7249,0.9974,0.0006,-0.0099,0.0008,0.0,29.0,1309.0
2026-08-31 15:17:08,2026-08-31T15:01:20,765.84,2026-08-31,P,730.0,0.0,0.01,0.0,2183.0,0.01,1.2473,-0.0026,0.0006,-0.0099,0.0008,0.0,21.0,33136.0
2026-08-31 15:17:08,2026-08-31T15:01:20,765.84,2026-08-31,C,731.0,34.84,35.08,46.0,51.0,35.49,1.6948,0.9973,0.0006,-0.01,0.0008,0.0,5.0,188.0
2026-08-31 15:17:08,2026-08-31T15:01:20,765.84,2026-08-31,P,731.0,0.0,0.01,0.0,2182.0,0.01,1.2147,-0.0027,0.0006,-0.01,0.0008,0.0,1.0,2144.0
2026-08-31 15:17:08,2026-08-31T15:01:20,765.84,2026-08-31,C,732.0,33.82,34.07,25.0,51.0,33.97,1.6399,0.9972,0.0007,-0.01,0.0008,0.0,7.0,262.0
2026-08-31 15:17:08,2026-08-31T15:01:20,765.84,2026-08-31,P,732.0,0.0,0.01,0.0,2182.0,0.02,1.182,-0.0028,0.0007,-0.01,0.0008,0.0,0.0,5812.0
2026-08-31 15:17:08,2026-08-31T15:01:20,765.84,2026-08-31,C,733.0,32.84,33.07,45.0,51.0,33.17,1.5972,0.9971,0.0007,-0.01,0.0009,0.0,3.0,154.0
