fetched_at_et,quote_ts,spot,expiry,type,strike,bid,ask,bid_size,ask_size,last_trade_price,iv,delta,gamma,theta,vega,rho,volume,open_interest
2026-08-25 09:47:55,2026-08-25T09:32:05,766.34,2026-08-25,C,729.0,35.97,38.43,10.0,1.0,35.61,0.0,0.9999,0.0,-0.0001,0.0001,0.0,0.0,1.0
2026-08-25 09:47:55,2026-08-25T09:32:05,766.34,2026-08-25,P,729.0,0.0,0.01,0.0,388.0,0.01,0.5964,-0.0001,0.0,-0.0001,0.0001,0.0,0.0,415.0
2026-08-25 09:47:55,2026-08-25T09:32:05,766.34,2026-08-25,C,730.0,34.98,37.75,2.0,9.0,36.46,0.0,0.9999,0.0,-0.0002,0.0001,0.0,0.0,1.0
2026-08-25 09:47:55,2026-08-25T09:32:05,766.34,2026-08-25,P,730.0,0.0,0.01,0.0,388.0,0.01,0.5814,-0.0001,0.0,-0.0002,0.0001,0.0,0.0,2872.0
2026-08-25 09:47:55,2026-08-25T09:32:05,766.34,2026-08-25,C,731.0,33.98,36.42,10.0,2.0,42.53,0.0,0.9999,0.0,-0.0002,0.0001,0.0,0.0,4.0
2026-08-25 09:47:55,2026-08-25T09:32:05,766.34,2026-08-25,P,731.0,0.0,0.01,0.0,388.0,0.01,0.5664,-0.0001,0.0,-0.0002,0.0001,0.0,0.0,389.0
2026-08-25 09:47:55,2026-08-25T09:32:05,766.34,2026-08-25,C,732.0,32.98,35.42,2.0,1.0,41.55,0.0,0.9999,0.0,-0.0002,0.0001,0.0,0.0,13.0
2026-08-25 09:47:55,2026-08-25T09:32:05,766.34,2026-08-25,P,732.0,0.0,0.01,0.0,388.0,0.01,0.5513,-0.0001,0.0,-0.0002,0.0001,0.0,0.0,516.0
2026-08-25 09:47:55,2026-08-25T09:32:05,766.34,2026-08-25,C,733.0,32.04,34.55,2.0,2.0,32.38,0.0,0.9999,0.0001,-0.0003,0.0001,0.0,0.0,1.0
2026-08-25 09:47:55,2026-08-25T09:32:05,766.34,2026-08-25,P,733.0,0.0,0.01,0.0,388.0,0.01,0.5363,-0.0001,0.0001,-0.0003,0.0001,0.0,0.0,568.0
2026-08-25 09:47:55,2026-08-25T09:32:05,766.34,2026-08-25,C,734.0,30.97,33.48,5.0,2.0,31.38,0.0,0.9998,0.0001,-0.0003,0.0001,0.0,0.0,1.0
2026-08-25 09:47:55,2026-08-25T09:32:05,766.34,2026-08-25,P,734.0,0.0,0.01,0.0,388.0,0.02,0.5212,-0.0002,0.0001,-0.0003,0.0001,0.0,0.0,79.0
2026-08-25 09:47:55,2026-08-25T09:32:05,766.34,2026-08-25,C,735.0,29.97,32.49,5.0,5.0,29.24,0.0,0.9998,0.0001,-0.0004,0.0002,0.0,0.0,5.0
2026-08-25 09:47:55,2026-08-25T09:32:05,766.34,2026-08-25,P,735.0,0.0,0.01,0.0,509.0,0.02,0.5062,-0.0002,0.0001,-0.0004,0.0002,0.0,0.0,525.0
2026-08-25 09:47:55,2026-08-25T09:32:05,766.34,2026-08-25,C,736.0,28.97,31.5,10.0,2.0,27.61,0.0,0.9998,0.0001,-0.0005,0.0002,0.0,0.0,7.0
2026-08-25 09:47:55,2026-08-25T09:32:05,766.34,2026-08-25,P,736.0,0.0,0.01,0.0,480.0,0.02,0.4911,-0.0002,0.0001,-0.0005,0.0002,0.0,0.0,3303.0
2026-08-25 09:47:55,2026-08-25T09:32:05,766.34,2026-08-25,C,737.0,27.94,30.64,312.0,3.0,26.65,0.0,0.9997,0.0001,-0.0006,0.0002,0.0,0.0,10.0
2026-08-25 09:47:55,2026-08-25T09:32:05,766.34,2026-08-25,P,737.0,0.0,0.01,0.0,480.0,0.01,0.476,-0.0003,0.0001,-0.0006,0.0002,0.0,15.0,502.0
2026-08-25 09:47:55,2026-08-25T09:32:05,766.34,2026-08-25,C,738.0,26.98,29.77,10.0,10.0,25.46,0.0,0.9996,0.0001,-0.0007,0.0003,0.0,0.0,4.0
2026-08-25 09:47:55,2026-08-25T09:32:05,766.34,2026-08-25,P,738.0,0.0,0.01,0.0,568.0,0.01,0.4609,-0.0004,0.0001,-0.0007,0.0003,0.0,18.0,451.0
2026-08-25 09:47:55,2026-08-25T09:32:05,766.34,2026-08-25,C,739.0,25.97,28.77,7.0,10.0,25.93,0.0,0.9996,0.0002,-0.0008,0.0004,0.0,0.0,6.0
2026-08-25 09:47:55,2026-08-25T09:32:05,766.34,2026-08-25,P,739.0,0.0,0.01,0.0,622.0,0.02,0.4458,-0.0004,0.0002,-0.0008,0.0004,0.0,0.0,336.0
2026-08-25 09:47:55,2026-08-25T09:32:05,766.34,2026-08-25,C,740.0,24.97,27.77,10.0,10.0,23.72,0.0,0.9995,0.0002,-0.001,0.0004,0.0,0.0,9.0
