fetched_at_et,quote_ts,spot,expiry,type,strike,bid,ask,bid_size,ask_size,last_trade_price,iv,delta,gamma,theta,vega,rho,volume,open_interest
2026-07-24 09:48:10,2026-07-24T09:32:19,738.97,2026-07-24,C,703.0,34.41,37.0,15.0,15.0,35.36,0.0,0.9957,0.0009,-0.0181,0.0027,0.0,0.0,25.0
2026-07-24 09:48:10,2026-07-24T09:32:19,738.97,2026-07-24,P,703.0,0.0,0.01,0.0,4143.0,0.02,0.599,-0.0043,0.0009,-0.0181,0.0027,0.0,0.0,2084.0
2026-07-24 09:48:10,2026-07-24T09:32:19,738.97,2026-07-24,C,704.0,33.67,35.95,15.0,15.0,34.44,0.0,0.9956,0.0009,-0.0183,0.0028,0.0,0.0,101.0
2026-07-24 09:48:10,2026-07-24T09:32:19,738.97,2026-07-24,P,704.0,0.0,0.01,0.0,4208.0,0.01,0.5834,-0.0044,0.0009,-0.0183,0.0028,0.0,51.0,1566.0
2026-07-24 09:48:10,2026-07-24T09:32:19,738.97,2026-07-24,C,705.0,32.41,34.91,15.0,15.0,32.41,0.0,0.9955,0.001,-0.0184,0.0028,0.0,0.0,183.0
2026-07-24 09:48:10,2026-07-24T09:32:19,738.97,2026-07-24,P,705.0,0.0,0.01,0.0,4098.0,0.02,0.5678,-0.0045,0.001,-0.0184,0.0028,0.0,0.0,2668.0
2026-07-24 09:48:10,2026-07-24T09:32:19,738.97,2026-07-24,C,706.0,31.41,33.91,15.0,15.0,44.04,0.0,0.9953,0.001,-0.0186,0.0029,0.0,0.0,41.0
2026-07-24 09:48:10,2026-07-24T09:32:19,738.97,2026-07-24,P,706.0,0.0,0.01,0.0,4098.0,0.03,0.5521,-0.0047,0.001,-0.0186,0.0029,0.0,0.0,2622.0
2026-07-24 09:48:10,2026-07-24T09:32:19,738.97,2026-07-24,C,707.0,30.74,32.99,15.0,15.0,31.5,0.0,0.9952,0.0011,-0.0187,0.003,0.0,0.0,26.0
2026-07-24 09:48:10,2026-07-24T09:32:19,738.97,2026-07-24,P,707.0,0.0,0.01,0.0,4098.0,0.03,0.5365,-0.0048,0.0011,-0.0187,0.003,0.0,0.0,2551.0
2026-07-24 09:48:10,2026-07-24T09:32:19,738.97,2026-07-24,C,708.0,29.42,31.89,15.0,15.0,29.64,0.0,0.995,0.0012,-0.0189,0.0031,0.0,0.0,50.0
2026-07-24 09:48:10,2026-07-24T09:32:19,738.97,2026-07-24,P,708.0,0.0,0.01,0.0,4078.0,0.03,0.5208,-0.005,0.0012,-0.0189,0.0031,0.0,0.0,516.0
2026-07-24 09:48:10,2026-07-24T09:32:19,738.97,2026-07-24,C,709.0,28.59,31.0,15.0,15.0,39.9,0.0,0.9948,0.0012,-0.019,0.0032,0.0,0.0,3.0
2026-07-24 09:48:10,2026-07-24T09:32:19,738.97,2026-07-24,P,709.0,0.0,0.01,0.0,3905.0,0.01,0.5052,-0.0052,0.0012,-0.019,0.0032,0.0,6.0,1207.0
2026-07-24 09:48:10,2026-07-24T09:32:19,738.97,2026-07-24,C,710.0,27.68,29.92,15.0,15.0,28.76,0.0,0.9947,0.0013,-0.0192,0.0033,0.0,0.0,101.0
2026-07-24 09:48:10,2026-07-24T09:32:19,738.97,2026-07-24,P,710.0,0.0,0.01,0.0,3778.0,0.01,0.4895,-0.0053,0.0013,-0.0192,0.0033,0.0,127.0,7836.0
2026-07-24 09:48:10,2026-07-24T09:32:19,738.97,2026-07-24,C,711.0,26.77,28.85,15.0,15.0,27.64,0.0,0.9945,0.0014,-0.0194,0.0034,0.0,0.0,70.0
2026-07-24 09:48:10,2026-07-24T09:32:19,738.97,2026-07-24,P,711.0,0.0,0.01,0.0,1653.0,0.01,0.4738,-0.0055,0.0014,-0.0194,0.0034,0.0,160.0,796.0
2026-07-24 09:48:10,2026-07-24T09:32:19,738.97,2026-07-24,C,712.0,25.5,27.97,15.0,27.0,26.12,0.0,0.9943,0.0015,-0.0195,0.0036,0.0,0.0,79.0
2026-07-24 09:48:10,2026-07-24T09:32:19,738.97,2026-07-24,P,712.0,0.01,0.02,3630.0,4148.0,0.01,0.51,-0.0057,0.0015,-0.0195,0.0036,0.0,35.0,2686.0
2026-07-24 09:48:10,2026-07-24T09:32:19,738.97,2026-07-24,C,713.0,24.42,26.9,15.0,15.0,36.57,0.0,0.994,0.0016,-0.0197,0.0037,0.0,0.0,34.0
2026-07-24 09:48:10,2026-07-24T09:32:19,738.97,2026-07-24,P,713.0,0.01,0.02,3709.0,4214.0,0.01,0.4928,-0.006,0.0016,-0.0197,0.0037,0.0,10.0,1342.0
2026-07-24 09:48:10,2026-07-24T09:32:19,738.97,2026-07-24,C,714.0,23.68,25.88,15.0,15.0,24.41,0.0,0.9938,0.0017,-0.0199,0.0038,0.0,0.0,181.0
2026-07-24 09:48:10,2026-07-24T09:32:19,738.97,2026-07-24,P,714.0,0.01,0.02,3952.0,4162.0,0.01,0.4755,-0.0062,0.0017,-0.0199,0.0038,0.0,62.0,2660.0
2026-07-24 09:48:10,2026-07-24T09:32:19,738.97,2026-07-24,C,715.0,23.94,24.18,9.0,15.0,23.79,0.5441,0.9935,0.0018,-0.0202,0.004,0.0,0.0,716.0
2026-07-24 09:48:10,2026-07-24T09:32:19,738.97,2026-07-24,P,715.0,0.01,0.02,4044.0,4088.0,0.01,0.4582,-0.0065,0.0018,-0.0202,0.004,0.0,11.0,5847.0
2026-07-24 09:48:10,2026-07-24T09:32:19,738.97,2026-07-24,C,716.0,22.94,23.18,9.0,15.0,21.54,0.5243,0.9932,0.002,-0.0204,0.0042,0.0,0.0,59.0
2026-07-24 09:48:10,2026-07-24T09:32:19,738.97,2026-07-24,P,716.0,0.01,0.02,3669.0,3546.0,0.01,0.4409,-0.0068,0.002,-0.0204,0.0042,0.0,1.0,1931.0
2026-07-24 09:48:10,2026-07-24T09:32:19,738.97,2026-07-24,C,717.0,21.93,22.18,15.0,15.0,20.6,0.5044,0.9929,0.0022,-0.0208,0.0043,0.0,0.0,5.0
2026-07-24 09:48:10,2026-07-24T09:32:19,738.97,2026-07-24,P,717.0,0.01,0.02,3672.0,3364.0,0.01,0.4236,-0.0071,0.0022,-0.0208,0.0043,0.0,34.0,9470.0
2026-07-24 09:48:10,2026-07-24T09:32:19,738.97,2026-07-24,C,718.0,20.93,21.18,100.0,66.0,19.87,0.4844,0.9925,0.0024,-0.0212,0.0046,0.0,0.0,61.0
