fetched_at_et,quote_ts,spot,expiry,type,strike,bid,ask,bid_size,ask_size,last_trade_price,iv,delta,gamma,theta,vega,rho,volume,open_interest
2026-08-24 09:45:43,2026-08-24T09:30:06,764.51,2026-08-24,C,727.0,35.81,39.33,1.0,1.0,38.65,0.7619,0.9998,0.0,-0.0004,0.0001,0.0,0.0,2.0
2026-08-24 09:45:43,2026-08-24T09:30:06,764.51,2026-08-24,P,727.0,0.0,0.01,0.0,1174.0,0.01,0.6012,-0.0001,0.0,-0.0004,0.0001,0.0,0.0,142.0
2026-08-24 09:45:43,2026-08-24T09:30:06,764.51,2026-08-24,C,728.0,34.81,36.91,1.0,2.0,0.0,0.7436,0.9998,0.0001,-0.0005,0.0002,0.0,0.0,0.0
2026-08-24 09:45:43,2026-08-24T09:30:06,764.51,2026-08-24,P,728.0,0.0,0.01,0.0,1174.0,0.01,0.5862,-0.0002,0.0001,-0.0005,0.0002,0.0,0.0,2120.0
2026-08-24 09:45:43,2026-08-24T09:30:06,764.51,2026-08-24,C,729.0,33.81,37.33,1.0,1.0,0.0,0.0,0.9997,0.0001,-0.0008,0.0003,0.0,0.0,0.0
2026-08-24 09:45:43,2026-08-24T09:30:06,764.51,2026-08-24,P,729.0,0.0,0.01,0.0,1174.0,0.02,0.5712,-0.0003,0.0001,-0.0008,0.0003,0.0,0.0,249.0
2026-08-24 09:45:43,2026-08-24T09:30:06,764.51,2026-08-24,C,730.0,32.81,36.33,1.0,1.0,36.12,0.7071,0.9996,0.0001,-0.0012,0.0004,0.0,0.0,61.0
2026-08-24 09:45:43,2026-08-24T09:30:06,764.51,2026-08-24,P,730.0,0.0,0.01,0.0,2074.0,0.02,0.5562,-0.0004,0.0001,-0.0012,0.0004,0.0,0.0,2337.0
2026-08-24 09:45:43,2026-08-24T09:30:06,764.51,2026-08-24,C,731.0,31.81,35.33,1.0,1.0,0.0,0.0,0.9994,0.0002,-0.0017,0.0005,0.0,0.0,0.0
2026-08-24 09:45:43,2026-08-24T09:30:06,764.51,2026-08-24,P,731.0,0.0,0.01,0.0,1174.0,0.02,0.5412,-0.0006,0.0002,-0.0017,0.0005,0.0,0.0,1383.0
2026-08-24 09:45:43,2026-08-24T09:30:06,764.51,2026-08-24,C,732.0,30.81,32.91,1.0,2.0,0.0,0.0,0.9991,0.0003,-0.0025,0.0007,0.0,0.0,0.0
2026-08-24 09:45:43,2026-08-24T09:30:06,764.51,2026-08-24,P,732.0,0.0,0.01,0.0,1174.0,0.02,0.5261,-0.0009,0.0003,-0.0025,0.0007,0.0,0.0,958.0
2026-08-24 09:45:43,2026-08-24T09:30:06,764.51,2026-08-24,C,733.0,29.81,33.33,1.0,1.0,33.82,0.0,0.9988,0.0004,-0.0035,0.0009,0.0,0.0,1.0
2026-08-24 09:45:43,2026-08-24T09:30:06,764.51,2026-08-24,P,733.0,0.0,0.01,0.0,1174.0,0.03,0.5111,-0.0012,0.0004,-0.0035,0.0009,0.0,0.0,281.0
2026-08-24 09:45:43,2026-08-24T09:30:06,764.51,2026-08-24,C,734.0,30.23,30.88,7.0,1.0,0.0,0.0,0.9983,0.0005,-0.005,0.0012,0.0,0.0,0.0
2026-08-24 09:45:43,2026-08-24T09:30:06,764.51,2026-08-24,P,734.0,0.0,0.01,0.0,1097.0,0.03,0.496,-0.0017,0.0005,-0.005,0.0012,0.0,0.0,426.0
2026-08-24 09:45:43,2026-08-24T09:30:06,764.51,2026-08-24,C,735.0,27.81,31.25,2.0,2.0,31.01,0.6152,0.9957,0.0011,-0.015,0.0028,0.0,0.0,7.0
2026-08-24 09:45:43,2026-08-24T09:30:06,764.51,2026-08-24,P,735.0,0.01,0.02,10.0,1174.0,0.02,0.5346,-0.0043,0.0011,-0.015,0.0028,0.0,0.0,8066.0
2026-08-24 09:45:43,2026-08-24T09:30:06,764.51,2026-08-24,C,736.0,28.23,28.88,7.0,1.0,29.92,0.2945,0.9982,0.0006,-0.005,0.0013,0.0,0.0,0.0
2026-08-24 09:45:43,2026-08-24T09:30:06,764.51,2026-08-24,P,736.0,0.0,0.01,0.0,1000.0,0.01,0.4658,-0.0018,0.0006,-0.005,0.0013,0.0,0.0,7980.0
2026-08-24 09:45:43,2026-08-24T09:30:06,764.51,2026-08-24,C,737.0,27.23,27.88,7.0,1.0,29.31,0.0,0.9981,0.0006,-0.005,0.0014,0.0,0.0,6.0
2026-08-24 09:45:43,2026-08-24T09:30:06,764.51,2026-08-24,P,737.0,0.0,0.01,0.0,1102.0,0.01,0.4507,-0.0019,0.0006,-0.005,0.0014,0.0,2.0,1766.0
2026-08-24 09:45:43,2026-08-24T09:30:06,764.51,2026-08-24,C,738.0,26.23,26.88,7.0,1.0,28.03,0.5135,0.9981,0.0006,-0.005,0.0014,0.0,0.0,4.0
2026-08-24 09:45:43,2026-08-24T09:30:06,764.51,2026-08-24,P,738.0,0.0,0.01,0.0,388.0,0.02,0.4355,-0.0019,0.0006,-0.005,0.0014,0.0,0.0,3291.0
2026-08-24 09:45:43,2026-08-24T09:30:06,764.51,2026-08-24,C,739.0,25.23,25.88,7.0,1.0,26.56,0.4835,0.9965,0.0011,-0.01,0.0024,0.0,0.0,11.0
2026-08-24 09:45:43,2026-08-24T09:30:06,764.51,2026-08-24,P,739.0,0.0,0.01,0.0,388.0,0.01,0.4491,-0.0035,0.0011,-0.01,0.0024,0.0,0.0,756.0
2026-08-24 09:45:43,2026-08-24T09:30:06,764.51,2026-08-24,C,740.0,22.82,26.25,2.0,2.0,25.45,0.5356,0.998,0.0007,-0.005,0.0015,0.0,0.0,13.0
2026-08-24 09:45:43,2026-08-24T09:30:06,764.51,2026-08-24,P,740.0,0.0,0.01,0.0,388.0,0.01,0.4052,-0.002,0.0007,-0.005,0.0015,0.0,0.0,1476.0
2026-08-24 09:45:43,2026-08-24T09:30:06,764.51,2026-08-24,C,741.0,23.23,23.89,7.0,1.0,24.37,0.4612,0.9979,0.0008,-0.005,0.0016,0.0,0.0,2.0
2026-08-24 09:45:43,2026-08-24T09:30:06,764.51,2026-08-24,P,741.0,0.0,0.01,0.0,388.0,0.03,0.39,-0.0021,0.0008,-0.005,0.0016,0.0,0.0,1692.0
2026-08-24 09:45:43,2026-08-24T09:30:06,764.51,2026-08-24,C,742.0,22.21,22.89,1.0,1.0,24.44,0.0,0.9978,0.0008,-0.005,0.0016,0.0,0.0,13.0
2026-08-24 09:45:43,2026-08-24T09:30:06,764.51,2026-08-24,P,742.0,0.0,0.01,0.0,194.0,0.01,0.3747,-0.0022,0.0008,-0.005,0.0016,0.0,0.0,744.0
2026-08-24 09:45:43,2026-08-24T09:30:06,764.51,2026-08-24,C,743.0,21.23,21.89,7.0,1.0,21.86,0.3595,0.9977,0.0009,-0.005,0.0017,0.0,0.0,12.0
2026-08-24 09:45:43,2026-08-24T09:30:06,764.51,2026-08-24,P,743.0,0.01,0.02,388.0,1174.0,0.02,0.3594,-0.0023,0.0009,-0.005,0.0017,0.0,0.0,624.0
2026-08-24 09:45:43,2026-08-24T09:30:06,764.51,2026-08-24,C,744.0,20.21,20.89,1.0,1.0,20.13,0.4086,0.9942,0.002,-0.015,0.0038,0.0,0.0,6.0
2026-08-24 09:45:43,2026-08-24T09:30:06,764.51,2026-08-24,P,744.0,0.01,0.02,388.0,1174.0,0.02,0.385,-0.0058,0.002,-0.015,0.0038,0.0,0.0,1252.0
2026-08-24 09:45:43,2026-08-24T09:30:06,764.51,2026-08-24,C,745.0,19.23,19.9,1.0,1.0,21.28,0.5295,0.994,0.0022,-0.015,0.004,0.0,0.0,72.0
2026-08-24 09:45:43,2026-08-24T09:30:06,764.51,2026-08-24,P,745.0,0.01,0.02,388.0,674.0,0.02,0.3681,-0.006,0.0022,-0.015,0.004,0.0,4.0,1460.0
2026-08-24 09:45:43,2026-08-24T09:30:06,764.51,2026-08-24,C,746.0,18.21,18.89,1.0,1.0,20.43,0.0,0.9937,0.0023,-0.015,0.0041,0.0,0.0,11.0
