fetched_at_et,quote_ts,spot,expiry,type,strike,bid,ask,bid_size,ask_size,last_trade_price,iv,delta,gamma,theta,vega,rho,volume,open_interest
2026-08-14 09:50:19,2026-08-14T09:34:17,778.09,2026-08-14,C,740.0,37.99,38.27,37.0,39.0,36.45,0.0,0.9963,0.0008,-0.0162,0.0025,0.0,0.0,2140.0
2026-08-14 09:50:19,2026-08-14T09:34:17,778.09,2026-08-14,P,740.0,0.0,0.01,0.0,2380.0,0.01,0.6001,-0.0037,0.0008,-0.0162,0.0025,0.0,17.0,16443.0
2026-08-14 09:50:19,2026-08-14T09:34:17,778.09,2026-08-14,C,741.0,36.99,37.24,37.0,39.0,36.82,0.0,0.9962,0.0008,-0.0164,0.0026,0.0,0.0,708.0
2026-08-14 09:50:19,2026-08-14T09:34:17,778.09,2026-08-14,P,741.0,0.0,0.01,0.0,2032.0,0.02,0.5853,-0.0038,0.0008,-0.0163,0.0026,0.0,0.0,2254.0
2026-08-14 09:50:19,2026-08-14T09:34:17,778.09,2026-08-14,C,742.0,35.99,36.25,37.0,39.0,35.95,0.0,0.996,0.0008,-0.0165,0.0026,0.0,0.0,1006.0
2026-08-14 09:50:19,2026-08-14T09:34:17,778.09,2026-08-14,P,742.0,0.0,0.01,0.0,2188.0,0.02,0.5705,-0.004,0.0008,-0.0165,0.0026,0.0,0.0,5557.0
2026-08-14 09:50:19,2026-08-14T09:34:17,778.09,2026-08-14,C,743.0,35.0,35.25,36.0,39.0,34.86,0.0,0.9959,0.0009,-0.0167,0.0027,0.0,0.0,1075.0
2026-08-14 09:50:19,2026-08-14T09:34:17,778.09,2026-08-14,P,743.0,0.0,0.01,0.0,2142.0,0.01,0.5556,-0.0041,0.0009,-0.0167,0.0027,0.0,0.0,3870.0
2026-08-14 09:50:19,2026-08-14T09:34:17,778.09,2026-08-14,C,744.0,34.0,34.24,36.0,39.0,33.92,0.0,0.9958,0.0009,-0.0168,0.0028,0.0,0.0,1979.0
2026-08-14 09:50:19,2026-08-14T09:34:17,778.09,2026-08-14,P,744.0,0.0,0.01,0.0,2095.0,0.01,0.5408,-0.0042,0.0009,-0.0168,0.0028,0.0,0.0,4175.0
2026-08-14 09:50:19,2026-08-14T09:34:17,778.09,2026-08-14,C,745.0,33.0,33.26,36.0,39.0,33.26,0.0,0.9957,0.001,-0.017,0.0029,0.0,1.0,1459.0
2026-08-14 09:50:19,2026-08-14T09:34:17,778.09,2026-08-14,P,745.0,0.0,0.01,0.0,1834.0,0.01,0.526,-0.0043,0.001,-0.017,0.0029,0.0,2.0,5889.0
2026-08-14 09:50:19,2026-08-14T09:34:17,778.09,2026-08-14,C,746.0,31.99,32.27,37.0,39.0,32.17,0.0,0.9955,0.001,-0.0171,0.003,0.0,0.0,1514.0
2026-08-14 09:50:19,2026-08-14T09:34:17,778.09,2026-08-14,P,746.0,0.0,0.01,0.0,1791.0,0.01,0.5111,-0.0045,0.001,-0.0171,0.003,0.0,0.0,3293.0
2026-08-14 09:50:19,2026-08-14T09:34:17,778.09,2026-08-14,C,747.0,30.99,31.24,38.0,40.0,31.1,0.0,0.9954,0.0011,-0.0173,0.0031,0.0,12.0,1413.0
2026-08-14 09:50:19,2026-08-14T09:34:17,778.09,2026-08-14,P,747.0,0.0,0.01,0.0,1842.0,0.01,0.4963,-0.0046,0.0011,-0.0173,0.0031,0.0,15.0,2272.0
2026-08-14 09:50:19,2026-08-14T09:34:17,778.09,2026-08-14,C,748.0,30.0,30.26,37.0,46.0,30.3,0.0,0.9952,0.0012,-0.0174,0.0032,0.0,2.0,892.0
