date,side,entry_ts,exit_ts,spy_entry,spy_exit,spy_R,spy_move_pts,reason,atr,status
2026-07-23,-1,2026-07-23 15:25:00-04:00,2026-07-23 15:45:00-04:00,737.47998046875,736.0420641021509,2.4999999999999556,1.4379163665990973,TP,0.5751665466396492,no_session
